developer,publisher,price,release_year
ANPA.US,ANPA.US,1.99,2016
Diego Rodrigues,Diego Rodrigues,3.99,2016
ANPA.US,ANPA.US,0.99,2016
Halisson,OtakuMaker.com,0.99,2016
Nicolas Bernard,Microids Indie,3.99,2016
Quantized Bit,Quantized Bit,2.99,2016
Blaze Epic,Blaze Epic,1.99,2016
Date Nighto,Date Nighto,19.99,2016
Date Nighto,,9.99,2016
DSK Studios Pvt. Ltd,KISS ltd,3.99,2016
DSK Studios Pvt. Ltd,KISS ltd,3.99,2016
Konami Digital Entertainment,Konami Digital Entertainment,1.99,2016
Konami Digital Entertainment,Konami Digital Entertainment,1.99,2016
Konami Digital Entertainment,Konami Digital Entertainment,1.99,2016
Konami Digital Entertainment,Konami Digital Entertainment,1.99,2016
Webber Games,Webber Games,7.99,2016
Konami Digital Entertainment,Konami Digital Entertainment,3.99,2016
Woodsy Studio,Thesis Games,7.99,2015
Woodsy Studio,Thesis Games,3.99,2016
Oscar Brittain,Oscar Brittain,2.99,2016
Mixed In Key,Mixed In Key,49.99,2016
Pixel Maverick Games,Pixel Maverick Games,9.99,2016
Ubisoft - San Francisco,,2.99,2016
Vishnu Vadakke Pariyarath,Vishnu Vadakke Pariyarath,0.99,2016
"Bookmark Games,HexWar Games",HexWar Games,9.99,2016
"Demesnegame,Composer-Motorin Dmitry (Djinotan)","FLOW IT, LLC",19.99,2016
Advent RPG,Advent RPG,4.99,2016
LionSword,LionSword,2.99,2016
FIVE-BN GAMES,FIVE-BN GAMES,Free,2016
InterAction studios,InterAction studios,1.99,2016
橘子班,NVLMaker,2.99,2016
JED GAMES,JED GAMES,29.99,2016
JED GAMES,JED GAMES,99.99,2016
MiniBoss,EQGames,0.49,2016
NEW AUDIO TECHNOLOGY,NEW AUDIO TECHNOLOGY,9.99,2016
"Studio 48,Turykin Nikolay,Varlamov Anton","Studio 48, Fomochkina Margarita",1.99,2016
MiniBoss,MiniBoss,0.99,2016
K Bros Games,K Bros Games,0.99,2016
Ape Law,,9.99,2018
1CC Games,Black Shell Media,2.99,2016
Rainbow Games,Rainbow Games,3.99,2016
Rainbow Games,Rainbow Games,3.99,2012
2 players,Nekki GmbH,1.99,2016
"Flashback Games,The Lordz Games Studio",Slitherine Ltd.,4.99,2016
"Wellore,Alawar Entertainment",Buka Entertainment,6.99,2015
Holotech Studios,,Free,2016
Sunward Games,Artifex Mundi,9.99,2016
Random Layers,Kasedo Games,9.99,2016
Fatshark,,Free,2016
Wholetone Games,,0.99,2016
Piotr Młynarczyk,WALLOOK,12.99,2016
Ink Stains Games,,0.99,2016
Kitfox Games,Kitfox Games,14.99,2016
"Visual Concepts,Yuke's",2K,49.99,2016
Giants Software,Focus Home Interactive,9.99,2016
Jerome Bodin,Jerome Bodin,2.99,2016
Kitfox Games,,9.99,2016
"CAVE Interactive CO.,LTD.",Degica,19.99,2016
"CAVE Interactive CO.,LTD.",,4.99,2016
"CAVE Interactive CO.,LTD.",Degica,9.99,2016
"SmiteWorks USA, LLC",,7.99,2016
"CAVE Interactive CO.,LTD.",Degica,9.99,2016
"Orbital Speed Studio Co.,Ltd.","Orbital Speed Studio Co.,Ltd.",,2018
"Alexey Bokulev,Sergei Klimov,Charlie Oscar Lima Tango Interactive Entertainment",Yukitama Creative Industries,14.99,2016
Selenion Games,Selenion Games,0.99,2016
Skyhook Games,Dovetail Games - Trains,19.99,2016
Lostwood,,3.99,2016
Dry Cactus,,4.99,2016
ARTIFACTS,AGM PLAYISM,9.99,2016
Ubisoft - San Francisco,,2.99,2016
Ubisoft - San Francisco,,2.99,2016
Ubisoft - San Francisco,,2.99,2016
Ubisoft - San Francisco,,11.99,2016
Zero Sum Games,Iceberg Interactive,9.99,2016
Mechanical Butterfly Studios,Mechanical Butterfly Studios,4.99,2016
ProjectorGames,,7.99,2016
Wadjet Eye Games,,4.99,2016
Mechanical Butterfly Studios,Mechanical Butterfly Studios,4.99,2016
Mechanical Butterfly Studios,Mechanical Butterfly Studios,9.98,2016
Clever Endeavour Games,Clever Endeavour Games,14.99,2016
Ubisoft Montreal,,2.99,2016
Reverie World Studios,,13.99,2016
InterAction studios,InterAction studios,3.99,2016
Fugitive Games,Iceberg Interactive,9.99,2016
Fugitive Games,Iceberg Interactive,19.99,2016
Altfuture,Altfuture,8.99,2016
FCS - Football Team,FX Interactive,9.95,2017
Spider Key Games,Spider Key Games,2.99,2016
Lacuna Corporation,Lacuna Corporation,12.99,2016
Sekerin Productions,New Reality Games,1.99,2016
TinyAtomGames,TinyAtomGames,5.99,2016
Bocuma,,4.99,2016
Valiant Interactive,Valiant Interactive,12.99,2016
Microblast Games,Microblast Games,0.99,2016
AK Games,RunServer,2.99,2016
Microblast Games,,1.99,2016
isTom Games Kft.,isTom Games Kft.,1.99,2016
"Pilgrim Adventures,GrabTheGames Studios",GrabTheGames,1.99,2016
NewWorldCoders,NewWorldCoders,0.99,2016
Graviteam,Graviteam,34.99,2016
GameUS Inc,,8.99,2016
Bread Vision Studios LLC.,Bread Vision Studios LLC.,1.99,2016
"Vladimir Slav,Coldwild Games","Vladimir Slav, Coldwild Games",2.99,2016
Fatshark,,2.99,2016
GTGD,GTGD,7.99,2016
Hobbisoft,"GCE, LLC",0.99,2016
eMedia Music,eMedia Music,49.99,2016
eMedia Music,eMedia Music,29.99,2016
"Bluish-Green Productions,Throw Away Games",Bluish-Green Games Inc.,9.99,2016
Colossal Wreck,Colossal Wreck,2.99,2016
Raspina Studio,Merge Games,14.99,2016
Unika Games,Unika Games,0.99,2016
Cannibal Interactive,Cannibal Interactive,4.99,2015
Red Nettle Studio,Red Nettle Studio,Free,2016
2020 Venture,2020 Venture,9.99,2016
WTFOMGames,WTFOMGames,3.99,2016
Thomas Konkol,Thomas Konkol,9.99,2016
Peaksel D.O.O. Nis,Peaksel D.O.O. Nis,6.99,2016
Picorinne Soft,Picorinne Soft,7.99,2016
"Chad Close,Kyle Weik","Close Studios, Beach Interactive",4.99,2016
△○□× (Miwashiba),AGM PLAYISM,2.99,2016
RETREAM,RGCD.DEV LTD,4.99,2013
Milestone S.r.l.,Milestone S.r.l.,9.99,2016
Rotten Mage,Rotten Mage,9.99,2016
Will Sykes Games,Excalibur Games,9.99,2016
"Sami Maaranen (creator),Erkka Lehmus (co-designer)",Enormous Elk,10.99,2016
Ironward,,2.99,2016
"Chad Close,Kyle Weik",,6.99,2016
ConcernedApe,Chucklefish,14.99,2016
Ubisoft,Ubisoft,49.99,2016
Dénis Múrias,Dénis Múrias,6.99,2016
Dovetail Games,Dovetail Games - Trains,19.99,2016
Curious Planet,Curious Planet,9.99,2016
Dovetail Games,Dovetail Games - Trains,12.99,2016
Bigzur Games,Bigzur Games,4.99,2016
Slightly Mad Studios,"Slightly Mad Studios, BANDAI NAMCO Entertainment",3.49,2016
Wadjet Eye Games,Wadjet Eye Games,14.99,2016
Kyy Games,Headup Games,19.99,2016
"NinjaISV,TigerNDV",OfficialTigerStudios,4.99,2015
Ensemble Studios,"Disney Interactive, Lucasfilm, LucasArts",5.99,2001
Daedalic Entertainment,Daedalic Entertainment,19.99,2016
Coolhand Interactive,"LucasArts, Lucasfilm, Disney Interactive",5.99,1998
"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",,6.99,2016
Happy Polygon,Happy Polygon,9.99,2016
Arc System Works,Aksys Games,19.99,2016
Ubisoft - San Francisco,,9.99,2016
FeelThere,Dovetail Games - Flight,24.99,2016
"SmiteWorks USA, LLC",,4.99,2016
"SmiteWorks USA, LLC",,4.99,2016
Virtavia,Dovetail Games - Flight,12.99,2016
"SmiteWorks USA, LLC",,4.99,2016
"SmiteWorks USA, LLC",,4.99,2016
Three Flip Studios,Three Flip Studios,,2016
"SmiteWorks USA, LLC",,4.99,2016
"SmiteWorks USA, LLC",,4.99,2016
"SmiteWorks USA, LLC",,4.99,2016
"SmiteWorks USA, LLC",,4.99,2016
"SmiteWorks USA, LLC",,4.99,2016
HexWar Games,HexWar Games,9.99,2016
"SmiteWorks USA, LLC",,4.99,2016
Binary Cocoa,Binary Cocoa,2.99,2016
"Allegorithmic,The Foundry",,Free,2016
Naps Team,Naps Team,4.99,2016
Exquisite Games,Exquisite Games,5.99,2016
Exquisite Games,,3.99,2016
stillalive studios,astragon Entertainment GmbH,14.99,2016
vikingfabian.com,,0.99,2016
Fabio Ferrara,,0.99,2016
Fabio Ferrara,Chubby Pixel,2.99,2014
Black Flag Studios,Plug In Digital,9.99,2016
Unbound Creations,Plug In Digital,11.99,2016
High Tale Studios,Black Shell Media,9.99,2016
Suppressive Fire Games,Nkidu Games Inc.,12.99,2016
Suppressive Fire Games,,9.99,2016
Queen Bee Games,Queen Bee Games,4.99,2016
Ronimo Games,,3.49,2016
Ronimo Games,,5.99,2016
Ronimo Games,,4.49,2016
"FBN Team,BDG Studios",BDG Studios,,1900
Inane Games,Inane Games,Free,2016
Wholetone Games,Wholetone Games,Free,2016
Ronimo Games,,3.99,2016
Blue Mammoth Games,Blue Mammoth Games,14.99,2015
"Mårten Jonsson,JMJ Interactive",JMJ Interactive,2.99,2016
vikingfabian.com,,2.99,2016
vikingfabian.com,vikingfabian.com,Free,2016
Blowfish Studios,Blowfish Studios,19.99,2016
Rimlight Studios,Rimlight Studios,4.99,2016
Shortbreak Studios s.c.,Shortbreak Studios s.c.,7.99,2016
Interama - Interactive Technology,Interama - Interactive Technology,2.99,2016
Allen Dayan,Allen Dayan,0.99,2016
Wales Interactive,Wales Interactive,19.99,2016
Uncaged Studios,Uncaged Studios,9.99,2016
Quaint Emerald,,0.99,2016
Glow Games Studio,Digital Tribe,8.99,2016
Wales Interactive,,5.99,2016
Wales Interactive,,8.99,2016
Creative Assembly,SEGA,7.99,2016
Crate Entertainment,Crate Entertainment,24.99,2016
SimTex,Wargaming Labs,5.99,1996
Mosaic Mask Studios,EuroVideo Medien GmbH,19.99,2016
VolumeUp Studios,VolumeUp Studios,1.99,2016
SimTex,Wargaming Labs,5.99,1996
Shield Break Studios,Shield Break Studios,4.99,2016
Wube Software LTD.,Wube Software LTD.,20.0,2016
Handsome Dragon Games,Handsome Dragon Games,9.99,2016
Wube Software LTD.,,7.0,2016
Handsome Dragon Games,,3.99,2016
Telltale Games,Telltale Games,14.99,2016
Robotronic Games,Robotronic Games,14.99,2016
Kindermann Corp.,Kindermann Corp.,2.99,2016
Michael Flynn,FlynnFour Games,1.99,2016
Tribute Games Inc.,Tribute Games Inc.,4.99,2016
Varkian Empire,"Varkian Empire, Deck13",14.99,2016
Varkian Empire,"Varkian Empire, Deck13",9.99,2016
Godot Engine,Godot Engine,Free,2016
Digitallion,Digitallion,7.99,2016
Team2Bit,Team2Bit,9.99,2016
Sorath,Sorath,4.99,2016
Quiet River,Quiet River,1.99,2016
Bluehole Ginno Games,Trion Worlds,14.99,2016
Concrete Games,Concrete Games,2.99,2016
"OrangeGames,YoudaGames",OrangeGames,Free,2016
Blue Brain Games,Blue Brain Games,9.99,2016
Fastline Simulation,Dovetail Games,4.99,2016
Fastline Simulation,Dovetail Games,4.99,2016
Skarond,Skarond,8.99,2016
"J. Fletcher,Michael Flynn","BrainCraft Gaming, FlynnFour Games",3.99,2016
XLGAMES,Trion Worlds,,2016
XLGAMES,Trion Worlds,,2016
XLGAMES,Trion Worlds,,2016
Ragiva Games,,2.99,2016
Anticto,Anticto,12.99,2016
VaragtP,,0.99,2016
"SmiteWorks USA, LLC",,9.99,2016
"SmiteWorks USA, LLC",,9.99,2016
Redshift,,1.99,2016
Digital Melody,Forever Entertainment S. A.,0.99,2016
Mihai Morosanu,New Reality Games,1.99,2016
Noble Empire Corp.,,9.99,2016
ANPA.US,ANPA.US,1.99,2016
DL Softworks,KISS ltd,9.99,2016
Redshift,Redshift,9.99,2016
Jaybot7,Aldorlea Games,2.99,2016
Matthew Robinson,Simply Squared,4.99,2016
Anarkis Gaming,Anarkis Gaming,9.99,2016
Yellow Bun,Yellow Bun,2.99,2016
ChessBase GmbH,ChessBase GmbH,34.99,2016
Frozen Flame,Frozen Flame,19.99,2016
Colossal Order Ltd.,Paradox Interactive,12.99,2016
Bionic Pony,Triskelia Games,2.99,2016
"Flashback Games,The Lordz Games Studio",,14.99,2016
Buka Development,Buka Entertainment,3.99,2016
"Stormregion,THQ Nordic",THQ Nordic,14.99,2004
Buka Development,Buka Development,4.99,2016
"Stormregion,THQ Nordic",THQ Nordic,14.99,2005
"InnoGlow,Stormregion",THQ Nordic,2.99,2016
SimDesign,Dovetail Games - Flight,24.99,2016
Obsidian Entertainment,,14.99,2016
Pixel Maniacs,Pixel Maniacs,12.99,2016
Ubisoft - San Francisco,,2.99,2016
Ubisoft - San Francisco,,2.99,2016
Ubisoft - San Francisco,,2.99,2016
Ubisoft - San Francisco,,2.99,2016
Choice of Games,Choice of Games,2.99,2016
"2D Heroes,Ursa Games",2D Heroes,4.99,2016
Liar-soft,MangaGamer,34.99,2016
Ubisoft - San Francisco,,9.99,2016
Sogoal,Sogoal,2.99,2016
Sogoal,Sogoal,9.99,2016
Michael Flynn,,0.99,2016
Vae Victis Games,Vae Victis Games,Free,2016
Nicolas Bernard,Microids Indie,1.99,2016
Ubisoft - San Francisco,,2.99,2016
Ubisoft - San Francisco,,2.99,2016
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",59.99,2016
SCS Software,SCS Software,19.99,2016
Ubisoft Montreal,,2.99,2016
Curvature Systems,Curvature Systems,9.99,2017
Intropy Games,Intropy Games,4.99,2016
"Pilgrim Adventures,GrabTheGames Studios",GrabTheGames,1.99,2016
Little Big Lee,Red Dahlia,1.99,2016
CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,29.99,2016
"Firaxis,Feral Interactive (Mac and Linux)",,19.99,2016
BlackMark Studio,Akella,3.99,2016
Ubisoft - San Francisco,,9.99,2016
Campo Santo,"Panic Inc., Campo Santo",19.99,2016
Campo Santo,"Campo Santo, Panic Inc.",5.99,2016
Bluehole Ginno Games,Trion Worlds,49.99,2016
Bluehole Ginno Games,Trion Worlds,29.99,2016
Handelabra Games Inc.,,4.99,2016
Skyjaz Games,Skyjaz Games,5.99,2016
Aeon Dream Studios,,4.99,2016
Overflow Games,Phoenix Online Publishing,,2016
Aeon Dream Studios,Aeon Dream Studios,Free,2016
Corrosive Studios LLC,Corrosive Studios LLC,2.99,2016
"Just Add Water (Developments), Ltd.","Oddworld Inhabitants, Inc.",Free,2016
Reason Generator Inc.,Reason Generator Inc.,29.99,2016
Playcoo,Suba Games,Free,2016
"Firaxis,Feral Interactive (Mac),Feral Interactive (Linux)","2K, Feral Interactive (Mac), Feral Interactive (Linux)",59.99,2016
JUDOBABY INC.,JUDOBABY INC.,10.99,2011
Frontier Developments,Frontier Developments,7.99,2016
Kevin Jess Horton,Kevin Jess Horton,2.99,2016
GameArt Studio GmbH,GameArt Studio GmbH,4.99,2016
"Convoy Games,Antinomia",Indietopia,9.99,2016
CydoniaGate,CydoniaGate,3.99,2016
Artefacts Studios,Microids,14.99,2016
Rogue Factor,,1.99,2016
Rogue Factor,,1.99,2016
Stardock Entertainment,Stardock Entertainment,9.99,2016
Oxeye Game Studio,Mojang,14.99,2016
virtualRailroads,Dovetail Games,4.99,2016
virutalRailroads,Dovetail Games,4.99,2016
virtualRailroads,Dovetail Games,4.99,2016
Paradox Development Studio,,14.99,2016
"Flashback Games,The Lordz Games Studio",Slitherine Ltd.,0.99,2016
virutalRailroads,Dovetail Games,4.99,2016
Paradox Development Studio,,2.99,2016
Paradox Development Studio,Paradox Interactive,4.99,2016
Brave Bunny,Brave Bunny,0.99,2016
Milestone S.r.l.,Milestone S.r.l.,7.99,2016
Stolen Couch Games,,,2016
Milestone S.r.l.,Milestone S.r.l.,7.99,2016
Ore Creative LLC,Ore Creative LLC,,1900
SunRay Games,SunRay Games,4.99,2016
Panzer Gaming,Panzer Gaming Studios,2.99,2016
Rusty Lake,Rusty Lake,1.99,2016
Hosted Games,Hosted Games,3.99,2015
Blacklight Interactive,Blacklight Interactive,5.99,2016
"John Bardinelli,Nooskewl","John Bardinelli, Nooskewl",1.99,2016
"Berserk Games,Robert Burke Games",,4.99,2016
Interceptor Entertainment,3D Realms,,2016
Laudo Games,KISS ltd,9.99,2016
Synetic,,1.99,2016
VGstudio,VGstudio,1.99,2016
"Freshly Squeezed,Joel Forssell",,5.99,2016
Boncho Games,Boncho Games,0.99,2016
"Fatbard,Boncho Games (made the game)",Boncho Games,2.99,2016
Blooming Buds Studio,Blooming Buds Studio,6.99,2016
Thomas Moon Kang,Thomas Moon Kang,1.99,2016
Ubisoft - San Francisco,,2.99,2016
Ubisoft - San Francisco,,2.99,2016
Ubisoft - San Francisco,,2.99,2016
Wreck Tangle Games,Wreck Tangle Games,4.99,2016
Ubisoft - San Francisco,,2.99,2016
Ubisoft - San Francisco,,2.99,2016
Ubisoft - San Francisco,,11.99,2016
Pelikan13,Pelikan13,12.99,2016
Baba Yaga Games,Sometimes You,0.99,2016
Asya Yurina,Sometimes You,1.99,2016
"Mercury Stone,Angels Blue Digital Entertainment,DigitalEZ",DigitalEZ,1.99,2016
PILOT’S,Dovetail Games - Flight,54.99,2016
ALICE IN DISSONANCE,Sekai Project,9.99,2016
Jasper Byrne,,7.99,2016
Hyptosis,Lorestrome,9.99,2016
Vicious Cycle Software,Little Orbit,0.99,2016
Vicious Cycle Software,Little Orbit,0.99,2016
Vicious Cycle Software,Little Orbit,0.99,2016
Vicious Cycle Software,Little Orbit,0.99,2016
Interceptor Entertainment,3D Realms,34.99,2016
Vicious Cycle Software,Little Orbit,0.99,2016
Stuffed Castle Studios,Stuffed Castle Studios,4.99,2016
Sarepta studio,Snow Cannon Games,2.99,2016
frozenen,frozenen,2.99,2016
Hosted Games,Hosted Games,3.99,2016
Recotechnology S.L.,Recotechnology S.L.,2.99,2016
Daniel Wright,Daniel Wright,9.99,2016
Individual Software,Individual Software,19.99,2015
Beast Mode Games,Beast Mode Games,4.99,2016
Mail.ru Games,Mail.ru,Free,2016
BurstRay Games,BurstRay Games,1.99,2016
SnoutUp,SnoutUp,Free,2016
BurstRay Games,BurstRay Games,0.99,2016
Yume Creations,Yume Creations,4.99,2016
Lonely Troops,Lonely Troops,1.99,2008
FIVE-BN GAMES,8Floor,Free,2016
stage-nana,Sekai Project,2.99,2016
Redro Games,Back To Basics Gaming,0.99,2016
Digital Melody,Forever Entertainment S. A.,1.99,2016
Wolff Dobson,Studio Puffer LLC,4.99,2016
Frozenmark Games,New Reality Games,0.99,2016
Handelabra Games Inc.,,4.99,2016
Netmarble Games,Netmarble Games,Free,2016
stage-nana,Sekai Project,29.99,2016
Sekerin Productions,New Reality Games,1.99,2016
"KOEI TECMO GAMES CO., LTD.",,,2016
Galaxy Gate,NIKITA ONLINE,8.99,2016
Basaltic studio,Basaltic studio,Free,2016
Laughing Jackal LTD,Ghostlight LTD,8.99,2016
The Artistocrats,Slitherine Ltd.,14.99,2016
pho,pho,4.99,2016
UFO Crash Games,UFO Crash Games,5.99,2016
The House of Fables,Artifex Mundi,9.99,2016
VaragtP,VaragtP,2.99,2016
"CreSpirit,GemaYue",Sekai Project,17.99,2016
Haemimont Games,"Retroism, Enlight Software Limited",9.99,2004
Brainchild,Brainchild,2.99,2016
Celianna,Degica,24.99,2016
Joel Steudler,Degica,4.99,2016
Sherman 3D,Degica,9.99,2016
Sherman3D,Degica,6.99,2016
CreSpirit,Sekai Project,5.99,2016
KADOKAWA,,7.99,2016
Joel Steudler,Degica,14.99,2016
JDB Artist,Degica,24.99,2016
Infamous Quests,Infamous Quests,9.99,2016
Explosive LLC,Explosive LLC,4.99,2016
"CINEMAX, s.r.o.","CINEMAX, s.r.o.",5.99,2016
Cleverweek,Cleverweek,0.99,2016
"CINEMAX, s.r.o.","CINEMAX, s.r.o.",11.99,2016
John Szymanski,,0.99,2016
Zetsubou,Unwonted Studios,9.99,2016
Blackbird Interactive,Gearbox Software,5.99,2016
Davioware and Quazi,,8.99,2016
Milestone S.r.l.,Milestone S.r.l.,29.99,2016
Butterscotch Shenanigans,Butterscotch Shenanigans,14.99,2016
Butterscotch Shenanigans,Butterscotch Shenanigans,4.99,2016
Imigea Ltd,Gamevial,,2016
Voxler Games,Plug In Digital,24.99,2016
RadarJam,Kajak Games,7.99,2016
AtomicTorch Studio,AtomicTorch Studio,9.99,2016
Those Awesome Guys,Those Awesome Guys,14.99,2016
Game-Labs,Game-Labs,39.99,2016
"Evgeny Shcherbakov,Denis Ovsyannikov",Atriagames,2.99,2016
Double Zero One Zero,Coffee Stain Publishing,9.99,2016
Raconteur Games,Raconteur Games,4.99,2016
Ratalaika Games S.L.,Ratalaika Games S.L.,1.99,2016
Pixellore,Pixellore,16.99,2016
Ratalaika Games S.L.,Ratalaika Games S.L.,0.99,2016
"Berserk Games,Gamelyn Games",,4.99,2016
55 Revolver,Degica,11.99,2016
GTE Entertainment,Nightdive Studios,5.99,1996
Z3roram Studios,Z3roram Studios,1.99,2016
Oointah,,9.99,2016
Fastline Simulation,Dovetail Games,4.99,2016
Fastline Simulation,Dovetail Games,4.99,2016
Skyhook Games,Dovetail Games,4.99,2016
Nickervision Studios,Nickervision Studios,0.99,2016
Dice7,Locojoy,6.99,2016
Baltic Dragon,"Eagle Dynamics SA, The Fighter Collection",9.99,2016
Vladimir Maslov,Vladimir Maslov,1.99,2016
"Arcen Games, LLC","Arcen Games, LLC",11.99,2016
Infinite Interactive,"Retroism, Enlight Software Limited",9.99,2004
Whipstitch Games,,9.99,2016
Quarter Pound Studios,,1.99,2016
1CC Games,Black Shell Media,4.99,2016
RainDance LX,"Lace Games, KISS ltd",14.99,2016
Bromoco Games,Bromoco Games,2.99,2016
Egamea Game Studios,Egamea Game Studios,7.99,2016
Kew McParlane,My64K,2.99,2016
Warfare Studios,Aldorlea Games,1.99,2016
Alexander Byzov,Alexander Byzov,0.99,2016
Trend Redaktions- und Verlagsgesellschaft mbH,Trend Redaktions- und Verlagsgesellschaft mbH,,2016
Nolo,Individual Software,59.99,2015
Maya Gameworks,Maya Gameworks,9.99,2016
"Team NINJA,KOEI TECMO GAMES CO., LTD.",,31.99,2016
Svajūnas Žemaitis,Svajūnas Žemaitis,14.99,2016
StarWraith 3D Games LLC,StarWraith 3D Games LLC,24.99,2016
"Team ERROR,Tiny Colossus",Mangatar Games,6.99,2016
The Tambourine,The Tambourine,4.99,2016
Gunnar Games,Viva Media,9.99,2016
GameCoder Studios,Bandai Namco Entertainment,19.99,2016
Phosphor Games,Phosphor Games,14.99,2016
Bloodirony,Daedalic Entertainment,4.99,2016
Dark Day Interactive,Dark Day Interactive,Free,2015
YCJY,YCJY,9.99,2016
Halycon Media,Halycon Media,12.99,2016
Awfully Nice Studios,Awfully Nice Studios,7.99,2016
"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",,2016
Ubisoft - San Francisco,,2.99,2016
Raphael Gervaise,Raphael Gervaise,4.99,2016
Ubisoft - San Francisco,,2.99,2016
Ubisoft - San Francisco,,2.99,2016
Ubisoft - San Francisco,,2.99,2016
Ubisoft - San Francisco,,11.99,2016
ACE Team,ATLUS USA,14.99,2016
"CAPCOM Co., Ltd.",,,2016
"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",19.99,2016
Red Hook Studios,Red Hook Studios,24.99,2016
"CAPCOM Co., Ltd.",,2.99,2016
"CAPCOM Co., Ltd.",,2.99,2016
"CAPCOM Co., Ltd.",,2.99,2016
"CAPCOM Co., Ltd.",,2.99,2016
Aundre Rogers,Aundre Rogers,0.99,2016
Ubisoft - San Francisco,,2.99,2016
Petroglyph,,4.99,2016
Reflextions,Zen Labs,0.99,2016
xixgames,Black Shell Media,2.99,2015
Notion Games,Black Shell Media,9.99,2016
Martin Cerdeira,,9.99,2016
Endi Milojkoski,Black Shell Media,9.99,2016
Screwfly Studios,Screwfly Studios,14.99,2016
Dancing Dragon Games,,7.99,2016
"Fair Weather Studios, LLC","Fair Weather Studios, LLC",9.99,2016
Dancing Dragon Games,Degica,14.99,2016
Wojciech Krupinski,KrupinskiArt,1.99,2016
Dancing Dragon Games,,3.99,2016
The Revills Games,The Revills Games,2.99,2016
N3V Games,N3V Games,18.99,2016
N3V Games,N3V Games,18.99,2016
N3V Games,N3V Games,14.99,2016
N3V Games,N3V Games,12.99,2016
N3V Games,N3V Games,17.99,2016
N3V Games,N3V Games,12.99,2016
N3V Games,N3V Games,12.99,2016
N3V Games,N3V Games,14.99,2016
Spectrum Holobyte,Retroism,6.99,1987
Spectrum Holobyte,Retroism,6.99,1988
Microprose,Retroism,6.99,1998
Spectrum Holobyte,Retroism,6.99,1994
EternalShadow Studios,Aldorlea Games,4.99,2016
Scarlet String Studios,Scarlet String Studios,Free,2016
"Berserk Games,Victory Point Games",,6.99,2016
Fallen Tree Games Ltd,Fallen Tree Games Ltd,4.99,2016
